ticket_id,customer_id,created_date,category,priority,status
TK-09559,C-1112,2024-11-09,Billing,High,Resolved
TK-09560,C-1112,2024-11-25,Billing,Low,In Progress
TK-09561,C-1112,2024-11-27,Account,Low,Resolved
TK-09562,C-1112,2024-11-28,Account,Critical,In Progress
TK-09563,C-1112,2024-11-30,Billing,High,Resolved
TK-09564,C-1112,2024-12-02,Feature Request,High,In Progress
TK-09565,C-1112,2024-12-11,Account,Low,Resolved
TK-09566,C-1112,2024-11-25,Account,High,Resolved
TK-09567,C-1113,2024-08-12,Billing,Low,Resolved
TK-09568,C-1113,2024-10-04,Feature Request,High,Closed
TK-09569,C-1113,2024-10-11,Feature Request,Low,Closed
TK-09570,C-1113,2024-10-20,Feature Request,High,Closed
TK-09571,C-1113,2024-10-24,Technical,Medium,Resolved
TK-09572,C-1113,2024-10-31,Feature Request,Low,Resolved
TK-09573,C-1113,2024-10-31,Billing,Low,Closed
TK-09574,C-1113,2024-11-16,Account,Low,In Progress
TK-09575,C-1113,2024-11-16,Technical,High,Resolved
TK-09576,C-1113,2024-11-18,Technical,Medium,Resolved
TK-09577,C-1113,2024-12-13,Onboarding,Low,Closed
TK-09578,C-1113,2024-12-16,Account,Medium,Resolved
TK-09579,C-1113,2024-12-17,Billing,Medium,Closed
TK-09580,C-1113,2024-12-21,Account,Medium,Closed
TK-09581,C-1114,2024-10-12,Billing,Medium,Resolved
TK-09582,C-1114,2024-10-12,Feature Request,High,Resolved
TK-09583,C-1114,2024-11-06,Billing,Low,Closed
TK-09584,C-1114,2024-11-23,Technical,High,Closed
TK-09585,C-1114,2024-11-23,Onboarding,Low,Closed
TK-09586,C-1114,2024-11-30,Technical,Low,Resolved
TK-09587,C-1114,2024-12-06,Billing,Medium,Resolved
TK-09588,C-1114,2024-12-14,Billing,Medium,In Progress
TK-09589,C-1114,2024-12-15,Account,Medium,Resolved
TK-09590,C-1114,2024-12-30,Technical,High,Open
TK-09591,C-1115,2024-10-08,Technical,High,Resolved
TK-09592,C-1115,2024-10-13,Technical,Medium,Resolved
TK-09593,C-1115,2024-10-29,Account,High,Closed
TK-09594,C-1115,2024-10-31,Technical,Critical,Closed
TK-09595,C-1115,2024-11-07,Billing,Critical,Closed
TK-09596,C-1115,2024-11-08,Technical,High,Closed
TK-09597,C-1115,2024-11-17,Billing,Medium,In Progress
TK-09598,C-1115,2024-11-20,Account,High,Resolved
TK-09599,C-1115,2024-11-27,Technical,Low,In Progress
TK-09600,C-1115,2024-12-01,Feature Request,Low,Closed
TK-09601,C-1115,2024-12-29,Onboarding,Low,Closed
TK-09602,C-1115,2024-12-30,Billing,Low,Resolved
TK-09603,C-1115,2024-12-16,Feature Request,Medium,Resolved
TK-09604,C-1116,2024-02-22,Onboarding,Medium,Resolved
TK-09605,C-1116,2024-10-07,Billing,Medium,Resolved
TK-09606,C-1116,2024-10-28,Billing,Low,Resolved
TK-09607,C-1116,2024-10-29,Technical,Low,Open
TK-09608,C-1116,2024-10-30,Billing,Low,Resolved
TK-09609,C-1116,2024-12-06,Technical,Critical,Closed
TK-09610,C-1117,2024-06-24,Technical,Low,Resolved
TK-09611,C-1117,2024-10-28,Account,High,Closed
TK-09612,C-1117,2024-10-30,Billing,High,Resolved
TK-09613,C-1117,2024-11-08,Technical,Medium,Closed
TK-09614,C-1117,2024-11-11,Onboarding,High,Closed
TK-09615,C-1117,2024-11-17,Technical,Medium,Resolved
TK-09616,C-1117,2024-11-17,Account,Medium,Resolved
TK-09617,C-1117,2024-11-21,Feature Request,High,Closed
TK-09618,C-1117,2024-12-22,Billing,Low,Open
TK-09619,C-1118,2024-10-28,Billing,Medium,Resolved
TK-09620,C-1118,2024-11-08,Billing,High,In Progress
TK-09621,C-1118,2024-11-17,Technical,Medium,In Progress
TK-09622,C-1118,2024-11-22,Billing,Medium,Closed
TK-09623,C-1118,2024-11-24,Account,High,Resolved
TK-09624,C-1118,2024-12-02,Billing,High,Closed
TK-09625,C-1118,2024-12-14,Account,Medium,Resolved
TK-09626,C-1118,2024-12-17,Technical,Low,Closed
TK-09627,C-1118,2024-12-21,Feature Request,Low,Closed
TK-09628,C-1118,2024-12-21,Account,Medium,Resolved
TK-09629,C-1118,2024-12-27,Billing,Medium,Resolved
TK-09630,C-1119,2024-01-30,Technical,Medium,Resolved
TK-09631,C-1119,2024-10-03,Onboarding,Low,Open
TK-09632,C-1119,2024-10-14,Billing,Low,Closed
TK-09633,C-1119,2024-10-20,Technical,Medium,Closed
TK-09634,C-1119,2024-10-26,Billing,Medium,Resolved
TK-09635,C-1119,2024-11-16,Billing,Medium,Closed
TK-09636,C-1119,2024-11-22,Account,Medium,Resolved
TK-09637,C-1119,2024-11-22,Billing,Medium,In Progress
TK-09638,C-1119,2024-11-23,Feature Request,Medium,In Progress
TK-09639,C-1119,2024-11-26,Billing,Low,Resolved
TK-09640,C-1119,2024-12-15,Billing,Critical,Closed
TK-09641,C-1119,2024-12-20,Onboarding,High,Resolved
TK-09642,C-1119,2024-12-28,Feature Request,Critical,In Progress
TK-09643,C-1119,2024-12-28,Billing,Medium,Resolved
TK-09644,C-1119,2024-11-14,Technical,High,In Progress
TK-09645,C-1119,2024-12-28,Billing,Critical,Closed
TK-09646,C-1120,2024-11-25,Billing,Medium,Open
TK-09647,C-1120,2024-12-08,Feature Request,Critical,Closed
TK-09648,C-1120,2024-12-08,Onboarding,Critical,Open
TK-09649,C-1120,2024-12-17,Feature Request,Critical,Open
TK-09650,C-1120,2024-12-25,Feature Request,Low,In Progress
TK-09651,C-1120,2024-12-30,Billing,Low,Open
TK-09652,C-1120,2024-12-15,Onboarding,Low,Resolved
TK-09653,C-1121,2024-01-24,Billing,Medium,Closed
TK-09654,C-1121,2024-05-02,Feature Request,Critical,Open
TK-09655,C-1121,2024-10-12,Technical,Medium,Open
TK-09656,C-1121,2024-10-22,Billing,Medium,Open
TK-09657,C-1121,2024-11-09,Billing,Low,Resolved
TK-09658,C-1121,2024-11-10,Onboarding,Medium,Closed
TK-09659,C-1121,2024-11-13,Technical,High,Resolved
TK-09660,C-1121,2024-11-15,Account,Medium,Resolved
TK-09661,C-1121,2024-11-16,Technical,Low,Open
TK-09662,C-1121,2024-11-23,Technical,Low,Open
TK-09663,C-1121,2024-11-25,Technical,Medium,Closed
TK-09664,C-1121,2024-12-11,Billing,Low,Closed
TK-09665,C-1121,2024-12-22,Account,Low,Resolved
TK-09666,C-1121,2024-12-23,Billing,High,Closed
TK-09667,C-1121,2024-12-24,Account,Medium,Resolved
TK-09668,C-1121,2024-12-26,Technical,Critical,In Progress
TK-09669,C-1122,2024-03-29,Feature Request,High,Resolved
TK-09670,C-1122,2024-10-03,Technical,Low,In Progress
TK-09671,C-1122,2024-10-06,Technical,Critical,Closed
TK-09672,C-1122,2024-10-15,Billing,Low,Closed
TK-09673,C-1122,2024-10-24,Onboarding,High,Resolved
TK-09674,C-1122,2024-10-29,Billing,High,Closed
TK-09675,C-1122,2024-11-02,Technical,Low,Resolved
TK-09676,C-1122,2024-11-14,Billing,Low,Resolved
TK-09677,C-1122,2024-11-24,Billing,Medium,Resolved
TK-09678,C-1122,2024-11-28,Billing,High,Resolved
TK-09679,C-1122,2024-12-05,Billing,High,Resolved
TK-09680,C-1122,2024-12-05,Technical,Medium,Resolved
TK-09681,C-1122,2024-12-10,Technical,Low,In Progress
TK-09682,C-1122,2024-12-14,Technical,Critical,Closed
TK-09683,C-1122,2024-12-21,Billing,Critical,Resolved
TK-09684,C-1122,2024-12-28,Feature Request,Critical,Resolved
TK-09685,C-1123,2024-03-05,Account,Medium,Closed
TK-09686,C-1123,2024-06-03,Feature Request,Low,Closed
TK-09687,C-1123,2024-10-24,Feature Request,High,Open
TK-09688,C-1123,2024-10-29,Technical,Medium,Closed
TK-09689,C-1123,2024-11-06,Feature Request,Medium,Resolved
TK-09690,C-1123,2024-11-16,Account,Medium,Resolved
TK-09691,C-1123,2024-12-29,Technical,Low,Open
TK-09692,C-1124,2024-10-17,Technical,Low,Resolved
TK-09693,C-1124,2024-10-27,Feature Request,High,Resolved
TK-09694,C-1124,2024-11-24,Feature Request,Critical,In Progress
TK-09695,C-1124,2024-12-01,Account,Medium,Closed
TK-09696,C-1124,2024-12-07,Technical,Medium,Open
TK-09697,C-1124,2024-12-20,Account,Medium,Resolved
TK-09698,C-1124,2024-12-21,Billing,Medium,In Progress
TK-09699,C-1124,2024-12-24,Technical,Medium,Closed
TK-09700,C-1125,2024-05-14,Technical,Low,Closed
TK-09701,C-1126,2024-02-28,Billing,Medium,Resolved
TK-09702,C-1126,2024-07-04,Billing,Medium,In Progress
TK-09703,C-1126,2024-10-12,Technical,High,Closed
TK-09704,C-1126,2024-10-14,Account,Medium,Resolved
TK-09705,C-1126,2024-10-29,Billing,Low,Resolved
TK-09706,C-1126,2024-11-03,Technical,Medium,In Progress
TK-09707,C-1126,2024-12-05,Billing,Medium,Closed
TK-09708,C-1126,2024-12-16,Technical,High,Closed
TK-09709,C-1126,2024-12-18,Feature Request,High,Open
TK-09710,C-1127,2024-04-10,Account,Low,In Progress
TK-09711,C-1127,2024-05-14,Feature Request,Low,Closed
TK-09712,C-1127,2024-10-03,Onboarding,Low,Resolved
TK-09713,C-1127,2024-10-12,Feature Request,High,Resolved
TK-09714,C-1127,2024-10-20,Technical,Low,Closed
TK-09715,C-1127,2024-10-23,Billing,Low,Resolved
TK-09716,C-1127,2024-10-29,Billing,Critical,Open
TK-09717,C-1127,2024-11-11,Technical,High,Resolved
TK-09718,C-1127,2024-11-13,Technical,Medium,In Progress
TK-09719,C-1127,2024-11-14,Technical,High,Open
TK-09720,C-1127,2024-11-27,Technical,Low,Closed
TK-09721,C-1127,2024-11-27,Technical,Critical,Closed
TK-09722,C-1127,2024-11-28,Technical,Critical,Open
TK-09723,C-1127,2024-12-12,Billing,Low,In Progress
TK-09724,C-1127,2024-12-22,Technical,Critical,Closed
TK-09725,C-1127,2024-12-26,Billing,Low,Closed
TK-09726,C-1127,2024-12-26,Technical,High,Closed
TK-09727,C-1128,2024-02-06,Billing,High,In Progress
TK-09728,C-1128,2024-09-18,Account,High,In Progress
TK-09729,C-1128,2024-10-15,Feature Request,Low,Closed
TK-09730,C-1128,2024-10-16,Technical,Low,In Progress
TK-09731,C-1128,2024-10-30,Technical,High,Resolved
TK-09732,C-1128,2024-12-08,Account,High,Closed
TK-09733,C-1128,2024-12-16,Technical,Medium,Closed
TK-09734,C-1129,2024-02-25,Billing,Low,Closed
TK-09735,C-1129,2024-09-17,Technical,High,Resolved
TK-09736,C-1129,2024-10-05,Onboarding,Low,In Progress
TK-09737,C-1129,2024-10-21,Technical,High,Open
TK-09738,C-1129,2024-10-31,Technical,High,Open
TK-09739,C-1129,2024-11-03,Billing,Medium,Resolved
TK-09740,C-1129,2024-11-16,Account,High,Resolved
TK-09741,C-1129,2024-11-22,Billing,Critical,Closed
TK-09742,C-1129,2024-12-05,Technical,Critical,Closed
TK-09743,C-1129,2024-12-09,Technical,Low,Closed
TK-09744,C-1129,2024-12-11,Technical,High,Closed
TK-09745,C-1129,2024-12-12,Billing,Medium,Resolved
TK-09746,C-1129,2024-12-13,Billing,High,Closed
TK-09747,C-1129,2024-12-15,Account,Medium,Open
TK-09748,C-1130,2024-08-05,Billing,Medium,Closed
TK-09749,C-1130,2024-10-23,Feature Request,Low,Resolved
TK-09750,C-1130,2024-11-15,Account,Low,Closed
TK-09751,C-1130,2024-11-23,Account,High,Resolved
TK-09752,C-1130,2024-12-02,Onboarding,Medium,Resolved
TK-09753,C-1130,2024-12-06,Account,Low,Closed
TK-09754,C-1130,2024-12-09,Account,Low,Resolved
TK-09755,C-1130,2024-12-13,Onboarding,Critical,Closed
TK-09756,C-1130,2024-12-23,Billing,Low,Open
TK-09757,C-1131,2024-10-07,Billing,Low,In Progress
TK-09758,C-1131,2024-10-13,Onboarding,High,Closed
TK-09759,C-1131,2024-11-20,Technical,Medium,Resolved
TK-09760,C-1131,2024-11-23,Technical,Medium,Closed
TK-09761,C-1132,2024-06-08,Technical,Medium,Resolved
TK-09762,C-1132,2024-10-03,Technical,Critical,Open
TK-09763,C-1132,2024-10-28,Technical,Critical,Closed
TK-09764,C-1132,2024-11-01,Account,Critical,Resolved
TK-09765,C-1132,2024-11-04,Billing,Medium,Closed
TK-09766,C-1132,2024-11-06,Technical,Low,Resolved
TK-09767,C-1132,2024-12-02,Technical,Critical,Resolved
TK-09768,C-1132,2024-12-06,Billing,Medium,Closed
TK-09769,C-1132,2024-12-14,Account,Low,Resolved
TK-09770,C-1132,2024-12-23,Feature Request,Critical,In Progress
TK-09771,C-1132,2024-12-28,Technical,Medium,Closed
TK-09772,C-1132,2024-12-29,Technical,High,Closed
TK-09773,C-1133,2024-04-03,Technical,Critical,Closed
TK-09774,C-1133,2024-10-21,Feature Request,Low,Closed
TK-09775,C-1133,2024-10-30,Account,High,Resolved
TK-09776,C-1133,2024-11-08,Technical,Medium,Open
TK-09777,C-1133,2024-11-11,Onboarding,High,Resolved
TK-09778,C-1133,2024-11-23,Technical,Medium,Resolved
TK-09779,C-1133,2024-11-26,Technical,Low,Resolved
TK-09780,C-1133,2024-12-11,Technical,High,Closed
TK-09781,C-1133,2024-12-21,Billing,High,Closed
TK-09782,C-1134,2024-06-15,Onboarding,High,Open
TK-09783,C-1134,2024-10-11,Billing,Medium,Closed
TK-09784,C-1134,2024-10-23,Technical,High,Closed
TK-09785,C-1134,2024-11-08,Account,Critical,Closed
TK-09786,C-1134,2024-11-08,Technical,Low,Closed
TK-09787,C-1134,2024-11-09,Account,Critical,Resolved
TK-09788,C-1134,2024-12-06,Technical,High,Closed
TK-09789,C-1134,2024-12-12,Account,Medium,In Progress
TK-09790,C-1134,2024-12-18,Technical,Critical,Closed
TK-09791,C-1135,2024-04-04,Technical,Medium,In Progress
TK-09792,C-1135,2024-10-01,Billing,Medium,Resolved
TK-09793,C-1135,2024-10-06,Billing,High,Resolved
TK-09794,C-1135,2024-10-10,Billing,Medium,Closed
TK-09795,C-1135,2024-10-18,Technical,High,Resolved
TK-09796,C-1135,2024-10-26,Technical,Low,Open
TK-09797,C-1135,2024-10-27,Technical,Low,Resolved
TK-09798,C-1135,2024-10-29,Technical,Medium,Open
TK-09799,C-1135,2024-11-08,Billing,Medium,In Progress
TK-09800,C-1135,2024-11-30,Feature Request,Medium,Resolved
TK-09801,C-1135,2024-12-14,Account,Low,Closed
TK-09802,C-1135,2024-12-19,Billing,Low,Closed
TK-09803,C-1136,2024-10-18,Technical,Medium,Closed
TK-09804,C-1136,2024-10-30,Billing,Low,Resolved
TK-09805,C-1136,2024-11-25,Technical,Low,Resolved
TK-09806,C-1136,2024-12-18,Onboarding,Critical,Open
TK-09807,C-1136,2024-12-13,Feature Request,Critical,Open
TK-09808,C-1137,2024-05-27,Account,Low,Resolved
TK-09809,C-1137,2024-10-17,Technical,High,Open
TK-09810,C-1137,2024-10-23,Technical,Low,Open
TK-09811,C-1137,2024-11-05,Feature Request,Medium,Resolved
TK-09812,C-1137,2024-11-16,Technical,Low,Closed
TK-09813,C-1137,2024-11-27,Technical,Low,Open
TK-09814,C-1137,2024-12-17,Billing,Critical,Resolved
TK-09815,C-1137,2024-12-30,Billing,Medium,Resolved
TK-09816,C-1138,2024-10-04,Technical,High,In Progress
TK-09817,C-1138,2024-10-08,Account,Low,Closed
TK-09818,C-1138,2024-10-13,Account,Low,Resolved
TK-09819,C-1138,2024-10-18,Billing,Medium,Closed
TK-09820,C-1138,2024-11-03,Onboarding,Low,Closed
TK-09821,C-1138,2024-11-23,Account,Low,Closed
TK-09822,C-1138,2024-11-26,Billing,Medium,Resolved
TK-09823,C-1138,2024-11-27,Technical,High,Resolved
TK-09824,C-1138,2024-11-29,Billing,Medium,Resolved
TK-09825,C-1138,2024-11-29,Billing,Medium,Resolved
TK-09826,C-1138,2024-12-06,Billing,Medium,Resolved
TK-09827,C-1138,2024-12-10,Feature Request,Medium,Resolved
TK-09828,C-1138,2024-12-15,Technical,High,Resolved
TK-09829,C-1138,2024-12-20,Billing,Medium,Closed
TK-09830,C-1139,2024-09-18,Technical,Medium,Resolved
TK-09831,C-1139,2024-10-05,Technical,Medium,Closed
TK-09832,C-1139,2024-10-14,Feature Request,High,Resolved
TK-09833,C-1139,2024-10-26,Technical,Medium,Closed
TK-09834,C-1139,2024-11-01,Technical,Medium,Closed
TK-09835,C-1139,2024-11-03,Billing,Low,Closed
TK-09836,C-1139,2024-11-04,Billing,High,Resolved
TK-09837,C-1139,2024-11-11,Account,Low,Resolved
TK-09838,C-1139,2024-11-18,Technical,Low,Closed
TK-09839,C-1139,2024-11-26,Account,Critical,Closed
TK-09840,C-1139,2024-12-03,Technical,Medium,Resolved
TK-09841,C-1139,2024-12-03,Onboarding,Medium,Closed
TK-09842,C-1139,2024-12-20,Technical,High,Open
TK-09843,C-1139,2024-12-25,Technical,Medium,Resolved
TK-09844,C-1139,2024-12-28,Feature Request,Low,Closed
TK-09845,C-1140,2024-02-17,Billing,High,Resolved
TK-09846,C-1140,2024-09-08,Feature Request,Low,Resolved
TK-09847,C-1140,2024-12-01,Billing,High,Resolved
TK-09848,C-1140,2024-12-13,Feature Request,Medium,In Progress
TK-09849,C-1140,2024-12-15,Technical,Medium,Resolved
TK-09850,C-1140,2024-12-16,Technical,High,Closed
TK-09851,C-1140,2024-12-23,Technical,Medium,Closed
TK-09852,C-1140,2024-12-23,Technical,Low,Resolved
TK-09853,C-1141,2024-05-15,Technical,Low,Closed
TK-09854,C-1141,2024-09-10,Technical,Medium,In Progress
TK-09855,C-1141,2024-10-04,Feature Request,Medium,Resolved
TK-09856,C-1141,2024-10-14,Account,Low,Closed
TK-09857,C-1141,2024-10-15,Feature Request,High,Closed
TK-09858,C-1141,2024-10-20,Onboarding,Critical,Closed
TK-09859,C-1141,2024-10-23,Billing,High,Resolved
TK-09860,C-1141,2024-11-04,Technical,Medium,Resolved
TK-09861,C-1141,2024-11-06,Account,High,Closed
TK-09862,C-1141,2024-11-12,Billing,Low,Closed
TK-09863,C-1141,2024-11-14,Technical,Medium,Resolved
TK-09864,C-1141,2024-11-19,Account,Medium,Resolved
TK-09865,C-1141,2024-11-30,Billing,Medium,In Progress
TK-09866,C-1141,2024-12-06,Technical,High,Resolved
TK-09867,C-1141,2024-12-06,Technical,Medium,Closed
TK-09868,C-1141,2024-12-27,Onboarding,Low,Closed
TK-09869,C-1142,2024-06-06,Account,Low,Resolved
TK-09870,C-1142,2024-08-14,Account,Medium,Open
TK-09871,C-1142,2024-10-20,Technical,Medium,In Progress
TK-09872,C-1142,2024-10-26,Billing,Medium,Resolved
TK-09873,C-1142,2024-10-27,Billing,High,In Progress
TK-09874,C-1142,2024-11-10,Technical,High,Open
TK-09875,C-1142,2024-11-12,Feature Request,Low,Resolved
TK-09876,C-1142,2024-11-13,Billing,Low,Resolved
TK-09877,C-1142,2024-11-14,Billing,High,Closed
TK-09878,C-1142,2024-11-25,Technical,High,Closed
TK-09879,C-1142,2024-11-26,Technical,High,Closed
TK-09880,C-1142,2024-11-29,Billing,Medium,Resolved
TK-09881,C-1142,2024-11-30,Feature Request,Medium,Resolved
TK-09882,C-1142,2024-12-10,Technical,High,In Progress
TK-09883,C-1142,2024-12-12,Billing,Medium,Closed
TK-09884,C-1142,2024-12-19,Account,Medium,Resolved
TK-09885,C-1142,2024-12-21,Technical,Medium,In Progress
TK-09886,C-1143,2024-10-03,Technical,Medium,Resolved
TK-09887,C-1143,2024-10-21,Technical,Medium,Resolved
TK-09888,C-1143,2024-11-15,Billing,High,Closed
TK-09889,C-1143,2024-11-20,Onboarding,Critical,Closed
TK-09890,C-1143,2024-12-21,Account,High,Closed
TK-09891,C-1144,2024-09-02,Billing,Low,Closed
TK-09892,C-1144,2024-10-09,Technical,Medium,In Progress
TK-09893,C-1144,2024-12-30,Billing,Medium,Resolved
TK-09894,C-1145,2024-07-31,Technical,Critical,In Progress
TK-09895,C-1145,2024-10-25,Billing,High,Resolved
TK-09896,C-1145,2024-10-26,Onboarding,Medium,Closed
TK-09897,C-1145,2024-11-21,Billing,Medium,Resolved
TK-09898,C-1145,2024-12-24,Billing,Medium,Resolved
TK-09899,C-1146,2024-10-06,Technical,Medium,Open
TK-09900,C-1146,2024-10-21,Technical,High,Closed
TK-09901,C-1146,2024-10-21,Onboarding,Medium,Closed
TK-09902,C-1146,2024-10-24,Technical,Low,Resolved
TK-09903,C-1146,2024-11-06,Billing,High,Resolved
TK-09904,C-1146,2024-11-17,Technical,Medium,In Progress
TK-09905,C-1146,2024-11-29,Billing,Medium,Closed
TK-09906,C-1146,2024-12-05,Account,High,Open
TK-09907,C-1146,2024-12-06,Technical,Medium,Resolved
TK-09908,C-1147,2024-10-06,Account,High,Resolved
TK-09909,C-1147,2024-10-10,Billing,High,Resolved
TK-09910,C-1147,2024-11-18,Technical,Low,Open
TK-09911,C-1147,2024-12-08,Technical,Low,Resolved
TK-09912,C-1147,2024-12-09,Billing,Medium,Closed
TK-09913,C-1147,2024-12-25,Billing,High,Resolved
TK-09914,C-1148,2024-10-20,Technical,High,Closed
TK-09915,C-1148,2024-10-21,Billing,High,Closed
TK-09916,C-1148,2024-10-29,Billing,Low,Closed
TK-09917,C-1148,2024-10-29,Feature Request,High,Resolved
TK-09918,C-1148,2024-11-06,Account,Medium,Closed
TK-09919,C-1148,2024-11-07,Account,Low,Closed
TK-09920,C-1148,2024-11-15,Billing,Medium,Resolved
TK-09921,C-1148,2024-11-16,Technical,Critical,Resolved
TK-09922,C-1148,2024-11-18,Technical,Medium,Open
TK-09923,C-1148,2024-12-10,Technical,High,Resolved
TK-09924,C-1148,2024-12-17,Technical,Low,Resolved
TK-09925,C-1148,2024-12-22,Billing,Low,In Progress
TK-09926,C-1148,2024-12-26,Billing,Medium,Resolved
TK-09927,C-1148,2024-11-15,Billing,High,Resolved
TK-09928,C-1149,2024-03-21,Account,Medium,Open
TK-09929,C-1149,2024-10-12,Technical,Medium,Resolved
TK-09930,C-1149,2024-11-07,Billing,High,Closed
TK-09931,C-1149,2024-11-13,Technical,High,Resolved
TK-09932,C-1149,2024-12-04,Feature Request,Low,Resolved
TK-09933,C-1149,2024-10-27,Billing,Medium,Resolved
TK-09934,C-1150,2024-05-28,Account,Low,Closed
TK-09935,C-1150,2024-10-03,Technical,High,Closed
TK-09936,C-1150,2024-10-24,Account,Medium,Closed
TK-09937,C-1150,2024-10-31,Technical,High,Open
TK-09938,C-1150,2024-11-01,Onboarding,Medium,Closed
TK-09939,C-1150,2024-11-06,Billing,Critical,Closed
TK-09940,C-1150,2024-11-14,Billing,Medium,In Progress
TK-09941,C-1150,2024-11-26,Feature Request,Medium,Resolved
TK-09942,C-1150,2024-11-29,Technical,High,Closed
TK-09943,C-1150,2024-12-21,Technical,Medium,Closed
TK-09944,C-1150,2024-12-22,Billing,Critical,Closed
TK-09945,C-1150,2024-12-23,Feature Request,High,Closed
TK-09946,C-1150,2024-12-30,Feature Request,Low,Closed
TK-09947,C-1150,2024-12-30,Feature Request,Medium,Closed
TK-09948,C-1151,2024-10-08,Billing,Low,Resolved
TK-09949,C-1151,2024-10-15,Technical,High,In Progress
TK-09950,C-1151,2024-11-01,Onboarding,High,Open
TK-09951,C-1151,2024-11-05,Feature Request,Critical,Closed
TK-09952,C-1151,2024-12-10,Account,Medium,In Progress
TK-09953,C-1151,2024-12-27,Billing,Medium,In Progress
TK-09954,C-1151,2024-11-20,Feature Request,High,Open
TK-09955,C-1151,2024-12-19,Feature Request,High,Resolved
TK-09956,C-1152,2024-08-02,Technical,High,Closed
TK-09957,C-1152,2024-10-09,Feature Request,High,Closed
TK-09958,C-1152,2024-10-12,Technical,Medium,Resolved
TK-09959,C-1152,2024-11-16,Feature Request,Critical,Closed
TK-09960,C-1152,2024-12-16,Onboarding,Low,Resolved
TK-09961,C-1152,2024-12-27,Technical,Medium,Closed
TK-09962,C-1152,2024-12-28,Feature Request,Medium,Closed
TK-09963,C-1153,2024-10-21,Billing,Low,Closed
TK-09964,C-1154,2024-10-08,Billing,Medium,Closed
TK-09965,C-1154,2024-11-01,Billing,Medium,Closed
TK-09966,C-1154,2024-11-03,Account,Low,Closed
TK-09967,C-1154,2024-11-13,Technical,Medium,Resolved
TK-09968,C-1154,2024-11-19,Billing,Low,In Progress
TK-09969,C-1154,2024-11-21,Technical,Low,Closed
TK-09970,C-1154,2024-12-05,Technical,Low,In Progress
TK-09971,C-1154,2024-12-08,Technical,Low,Resolved
TK-09972,C-1154,2024-12-12,Billing,High,Resolved
TK-09973,C-1154,2024-12-17,Onboarding,Medium,Closed
TK-09974,C-1154,2024-12-20,Feature Request,High,Resolved
TK-09975,C-1154,2024-12-29,Feature Request,Low,Closed
TK-09976,C-1155,2024-06-04,Feature Request,Low,Closed
TK-09977,C-1155,2024-10-09,Onboarding,Medium,Closed
TK-09978,C-1155,2024-10-14,Feature Request,Medium,Resolved
TK-09979,C-1155,2024-10-27,Feature Request,Low,Closed
TK-09980,C-1155,2024-11-09,Technical,Critical,In Progress
TK-09981,C-1155,2024-11-22,Feature Request,Medium,Open
TK-09982,C-1155,2024-12-13,Account,Medium,Open
TK-09983,C-1155,2024-12-14,Technical,Low,Resolved
TK-09984,C-1155,2024-12-23,Billing,Medium,In Progress
TK-09985,C-1155,2024-12-27,Account,Medium,Resolved
TK-09986,C-1155,2024-04-16,Account,High,Resolved
TK-09987,C-1156,2024-01-07,Technical,High,Open
TK-09988,C-1156,2024-07-06,Technical,Medium,Closed
TK-09989,C-1156,2024-10-04,Technical,Medium,Closed
TK-09990,C-1156,2024-10-21,Billing,Critical,Closed
TK-09991,C-1156,2024-10-22,Billing,High,Resolved
TK-09992,C-1156,2024-10-30,Onboarding,Medium,In Progress
TK-09993,C-1156,2024-11-01,Account,High,Closed
TK-09994,C-1156,2024-11-07,Technical,Low,Closed
TK-09995,C-1156,2024-11-14,Billing,Low,Open
TK-09996,C-1156,2024-11-16,Billing,Medium,Open
TK-09997,C-1157,2024-01-20,Technical,Medium,Closed
TK-09998,C-1157,2024-06-09,Feature Request,Low,In Progress
TK-09999,C-1157,2024-10-08,Account,Low,Resolved
TK-10000,C-1157,2024-10-12,Technical,Medium,Resolved
TK-10001,C-1157,2024-10-26,Billing,Medium,Closed
TK-10002,C-1157,2024-10-26,Billing,Medium,Closed
TK-10003,C-1157,2024-10-30,Technical,Critical,Closed
TK-10004,C-1157,2024-11-30,Account,High,Closed
TK-10005,C-1157,2024-12-12,Technical,Low,Closed
TK-10006,C-1158,2024-10-16,Technical,Critical,In Progress
TK-10007,C-1158,2024-10-17,Account,High,In Progress
TK-10008,C-1158,2024-10-25,Technical,Low,Closed
TK-10009,C-1158,2024-10-29,Billing,Critical,In Progress
TK-10010,C-1158,2024-12-08,Technical,Medium,Open
TK-10011,C-1158,2024-12-20,Technical,Low,Open
TK-10012,C-1159,2024-02-29,Onboarding,Low,Closed
TK-10013,C-1159,2024-08-02,Account,High,Resolved
TK-10014,C-1159,2024-10-04,Billing,Medium,Closed
TK-10015,C-1159,2024-10-30,Account,Low,Closed
TK-10016,C-1159,2024-11-03,Billing,Low,Resolved
TK-10017,C-1159,2024-11-26,Billing,Low,Open
TK-10018,C-1159,2024-12-04,Account,Medium,Open
TK-10019,C-1160,2024-10-21,Feature Request,Low,Resolved
TK-10020,C-1160,2024-10-25,Feature Request,Medium,Closed
TK-10021,C-1160,2024-10-30,Billing,High,Closed
TK-10022,C-1160,2024-11-15,Billing,Medium,Closed
TK-10023,C-1160,2024-11-24,Billing,Low,In Progress
TK-10024,C-1160,2024-12-29,Billing,Medium,Resolved
TK-10025,C-1160,2024-12-29,Billing,Medium,Resolved
TK-10026,C-1160,2024-12-29,Technical,Critical,Open
